phase,layer,expert,load,matrix_ops,cycle_source,cycle_delta,run,source_file,line_number,cycles_per_token
prefill,12,14,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,783,0.0
prefill,12,15,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,784,0.0
prefill,13,0,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,785,0.0
prefill,13,1,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,786,
prefill,13,2,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,787,0.0
prefill,13,3,16,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,788,0.0
prefill,13,4,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,789,
prefill,13,5,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,790,0.0
prefill,13,6,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,791,0.0
prefill,13,7,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,792,
prefill,13,8,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,793,
prefill,13,9,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,794,
prefill,13,10,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,795,
prefill,13,11,20,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,796,0.0
prefill,13,12,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,797,0.0
prefill,13,13,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,798,0.0
prefill,13,14,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,799,0.0
prefill,13,15,35,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,800,0.0
prefill,14,0,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,801,0.0
prefill,14,1,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,802,0.0
prefill,14,2,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,803,0.0
prefill,14,3,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,804,0.0
prefill,14,4,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,805,0.0
prefill,14,5,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,806,
prefill,14,6,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,807,0.0
prefill,14,7,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,808,0.0
prefill,14,8,12,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,809,0.0
prefill,14,9,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,810,0.0
prefill,14,10,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,811,0.0
prefill,14,11,34,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,812,0.0
prefill,14,12,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,813,0.0
prefill,14,13,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,814,0.0
prefill,14,14,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,815,0.0
prefill,14,15,10,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,816,0.0
prefill,15,0,17,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,817,0.0
prefill,15,1,13,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,818,0.0
prefill,15,2,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,819,0.0
prefill,15,3,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,820,0.0
prefill,15,4,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,821,0.0
prefill,15,5,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,822,0.0
prefill,15,6,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,823,
prefill,15,7,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,824,0.0
prefill,15,8,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,825,
prefill,15,9,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,826,0.0
prefill,15,10,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,827,0.0
prefill,15,11,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,828,0.0
prefill,15,12,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,829,0.0
prefill,15,13,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,830,0.0
prefill,15,14,40,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,831,0.0
prefill,15,15,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,832,
prefill,16,0,22,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,833,0.0
prefill,16,1,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,834,0.0
prefill,16,2,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,835,0.0
prefill,16,3,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,836,0.0
prefill,16,4,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,837,0.0
prefill,16,5,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,838,0.0
prefill,16,6,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,839,0.0
prefill,16,7,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,840,0.0
prefill,16,8,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,841,0.0
prefill,16,9,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,842,0.0
prefill,16,10,13,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,843,0.0
prefill,16,11,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,844,0.0
prefill,16,12,26,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,845,0.0
prefill,16,13,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,846,
prefill,16,14,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,847,0.0
prefill,16,15,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,848,0.0
prefill,17,0,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,849,0.0
prefill,17,1,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,850,0.0
prefill,17,2,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,851,0.0
prefill,17,3,32,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,852,0.0
prefill,17,4,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,853,0.0
prefill,17,5,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,854,0.0
prefill,17,6,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,855,0.0
prefill,17,7,18,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,856,0.0
prefill,17,8,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,857,0.0
prefill,17,9,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,858,0.0
prefill,17,10,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,859,
prefill,17,11,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,860,0.0
prefill,17,12,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,861,0.0
prefill,17,13,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,862,0.0
prefill,17,14,10,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,863,0.0
prefill,17,15,20,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,864,0.0
prefill,18,0,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,865,0.0
prefill,18,1,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,866,
prefill,18,2,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,867,0.0
prefill,18,3,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,868,0.0
prefill,18,4,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,869,0.0
prefill,18,5,10,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,870,0.0
prefill,18,6,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,871,
prefill,18,7,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,872,0.0
prefill,18,8,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,873,0.0
prefill,18,9,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,874,0.0
prefill,18,10,28,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,875,0.0
prefill,18,11,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,876,0.0
prefill,18,12,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,877,0.0
prefill,18,13,31,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,878,0.0
prefill,18,14,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,879,0.0
prefill,18,15,12,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,880,0.0
prefill,19,0,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,881,0.0
prefill,19,1,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,882,0.0
prefill,19,2,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,883,
prefill,19,3,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,884,0.0
prefill,19,4,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,885,
prefill,19,5,12,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,886,0.0
prefill,19,6,15,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,887,0.0
prefill,19,7,24,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,888,0.0
prefill,19,8,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,889,
prefill,19,9,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,890,0.0
prefill,19,10,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,891,0.0
prefill,19,11,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,892,0.0
prefill,19,12,27,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,893,0.0
prefill,19,13,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,894,0.0
prefill,19,14,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,895,0.0
prefill,19,15,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,896,0.0
prefill,20,0,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,897,
prefill,20,1,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,898,0.0
prefill,20,2,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,899,0.0
prefill,20,3,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,900,0.0
prefill,20,4,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,901,0.0
prefill,20,5,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,902,0.0
prefill,20,6,26,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,903,0.0
prefill,20,7,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,904,
prefill,20,8,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,905,0.0
prefill,20,9,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,906,
prefill,20,10,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,907,0.0
prefill,20,11,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,908,0.0
prefill,20,12,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,909,0.0
prefill,20,13,17,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,910,0.0
prefill,20,14,14,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,911,0.0
prefill,20,15,16,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,912,0.0
prefill,21,0,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,913,0.0
prefill,21,1,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,914,0.0
prefill,21,2,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,915,0.0
prefill,21,3,34,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,916,0.0
prefill,21,4,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,917,0.0
prefill,21,5,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,918,0.0
prefill,21,6,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,919,0.0
prefill,21,7,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,920,
prefill,21,8,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,921,0.0
prefill,21,9,29,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,922,0.0
prefill,21,10,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,923,0.0
prefill,21,11,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,924,
prefill,21,12,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,925,0.0
prefill,21,13,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,926,0.0
prefill,21,14,13,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,927,0.0
prefill,21,15,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,928,0.0
prefill,22,0,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,929,0.0
prefill,22,1,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,930,0.0
prefill,22,2,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,931,
prefill,22,3,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,932,0.0
prefill,22,4,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,933,0.0
prefill,22,5,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,934,0.0
prefill,22,6,18,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,935,0.0
prefill,22,7,40,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,936,0.0
prefill,22,8,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,937,0.0
prefill,22,9,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,938,0.0
prefill,22,10,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,939,
prefill,22,11,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,940,
prefill,22,12,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,941,0.0
prefill,22,13,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,942,
prefill,22,14,15,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,943,0.0
prefill,22,15,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,944,0.0
prefill,23,0,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,945,0.0
prefill,23,1,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,946,0.0
prefill,23,2,19,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,947,0.0
prefill,23,3,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,948,0.0
prefill,23,4,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,949,0.0
prefill,23,5,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,950,0.0
prefill,23,6,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,951,
prefill,23,7,10,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,952,0.0
prefill,23,8,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,953,0.0
prefill,23,9,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,954,0.0
prefill,23,10,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,955,0.0
prefill,23,11,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,956,0.0
prefill,23,12,18,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,957,0.0
prefill,23,13,12,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,958,0.0
prefill,23,14,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,959,0.0
prefill,23,15,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,960,0.0
prefill,24,0,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,961,
prefill,24,1,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,962,0.0
prefill,24,2,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,963,0.0
prefill,24,3,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,964,0.0
prefill,24,4,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,965,
prefill,24,5,19,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,966,0.0
prefill,24,6,20,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,967,0.0
prefill,24,7,25,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,968,0.0
prefill,24,8,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,969,0.0
prefill,24,9,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,970,0.0
prefill,24,10,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,971,0.0
prefill,24,11,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,972,0.0
prefill,24,12,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,973,0.0
prefill,24,13,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,974,0.0
prefill,24,14,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,975,0.0
prefill,24,15,17,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,976,0.0
prefill,25,0,13,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,977,0.0
prefill,25,1,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,978,0.0
prefill,25,2,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,979,
prefill,25,3,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,980,0.0
prefill,25,4,10,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,981,0.0
prefill,25,5,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,982,0.0
prefill,25,6,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,983,0.0
prefill,25,7,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,984,0.0
prefill,25,8,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,985,0.0
prefill,25,9,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,986,0.0
prefill,25,10,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,987,0.0
prefill,25,11,38,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,988,0.0
prefill,25,12,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,989,0.0
prefill,25,13,13,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,990,0.0
prefill,25,14,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,991,
prefill,25,15,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,992,0.0
prefill,26,0,23,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,993,0.0
prefill,26,1,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,994,0.0
